name,category,group,satisfied_with_area,local_govt_responsive,police_approval,suitable_employment,good_to_raise_kids,good_cond_of_parks,influence_over_local_govt,access_to_car,evicted,received_evict_notice,locations_in_walking_dist,safe_sidewalks,safe_biking,rec_facilities_avail,trust_neighbors,youth_have_role_models,neighbors_improving_area,safe_walking_at_night,would_save_fire_station,youth_likely_graduate_hs,youth_likely_job_w_opportunity,youth_likely_in_gang,youth_likely_abuse_drugs_alc,youth_likely_felony,very_good_self_rate_health,life_satisfaction,happy,anxious,diabetes,have_health_insurance,didnt_get_med_care,postponed_med_care,couldnt_afford_rx,altered_rx,asthma,no_medical_home,visited_er,dental_visit_past_yr,receive_emotional_support,depression,smoking,heavy_drinking,know_someone_abusing_opioids,know_someone_died_opioids,financial_insecurity,less_than_2mo_savings,negative_net_worth,underemployment,no_bank_account,food_insecurity,housing_insecurity,utility_insecurity,discrim_in_workplace,discrim_by_police,discrim_getting_service,discrim_in_housing,discrim_in_healthcare
Greater New Haven,With children,Children in household,0.81,0.47,0.72,0.52,0.7,0.69,0.72,0.89,0.07,0.06,0.66,0.7,0.71,0.74,0.8,0.75,0.79,0.67,0.86,0.87,0.62,0.08,0.26,0.12,0.63,0.67,0.66,0.15,0.04,0.95,0.1,0.22,0.12,0.05,0.13,0.13,0.29,0.74,0.65,0.12,0.17,0.09,0.34,0.25,0.39,0.36,0.23,0.14,0.13,0.16,0.12,0.14,0.33,0.15,0.13,0.05,0.11
Greater New London,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,0.07,0.02,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,0.04,0.1
Greater New London,Total,Total,0.81,0.5,0.77,0.53,0.8,0.77,0.7,0.93,0.12,0,0.45,0.56,0.58,0.65,0.89,0.81,0.75,0.73,0.82,0.9,0.59,0.08,0.29,0.11,0.57,0.68,0.67,0.12,0.11,0.94,0.09,0.25,0.09,0.06,0.12,0.11,0.3,0.77,0.69,0.09,0.17,0.05,0.38,0.33,0.33,0.3,0.16,0.15,0.08,0.14,0.07,0.11,0.3,0.11,0.14,0.02,0.14
Greater New London,Gender,Male,0.85,0.48,0.74,0.54,0.8,0.76,0.71,0.95,,,0.44,0.59,0.61,0.68,0.87,0.82,0.76,0.76,,0.94,0.66,0.12,0.28,0.11,0.57,0.7,0.69,0.12,0.13,0.93,0.08,0.21,0.07,,0.08,0.13,0.25,0.75,0.72,0.1,0.19,0.07,0.41,0.34,0.28,0.16,0.1,,0.09,0.13,0.08,0.13,0.28,0.15,,0.03,0.11
Greater New London,Gender,Female,0.77,0.51,0.8,0.5,0.78,0.76,0.69,0.93,,,0.47,0.52,0.52,0.61,0.89,0.78,0.74,0.71,,0.88,0.53,0.05,0.3,0.11,0.55,0.65,0.67,0.12,0.1,0.95,0.1,0.3,0.12,,0.15,0.1,0.35,0.78,0.66,0.09,0.15,0.02,0.35,0.31,0.38,0.41,0.2,,0.06,0.16,0.07,0.09,0.31,0.07,,0.02,0.16
Greater New London,Age,Ages 18-34,0.72,0.39,0.63,0.5,0.72,0.69,0.68,0.91,,,0.56,0.6,0.56,0.67,0.79,0.72,0.63,0.66,,0.85,0.55,0.15,0.41,0.16,0.55,0.63,0.57,0.2,0.02,0.94,0.17,0.41,0.13,,,,0.38,0.72,0.6,0.17,,0.1,0.51,0.4,0.47,,,,0.13,0.26,0.12,0.17,,0.14,,,0.19
Greater New London,Age,Ages 35-49,0.77,0.49,0.78,0.44,0.81,0.76,0.78,0.96,,,0.48,0.57,0.6,0.61,0.89,0.82,0.76,0.83,,0.93,0.61,0.03,0.26,0.07,0.55,0.59,0.73,0.12,0.06,0.92,0.11,0.32,0.15,,,,0.32,0.76,0.66,0.08,,0.02,0.47,0.31,0.42,0.29,0.12,,0.08,0.21,0.1,0.13,0.43,0.15,,0.02,0.22
Greater New London,Age,Ages 50-64,0.84,0.5,0.81,0.53,0.8,0.77,0.66,0.95,,,0.36,0.55,0.51,0.6,0.9,0.83,0.77,0.75,,0.91,0.55,0.06,0.26,0.15,0.56,0.65,0.66,0.07,0.14,0.94,0.06,0.19,0.09,,,,0.23,0.77,0.69,0.07,,0.03,0.38,0.39,0.3,0.2,0.12,,0.05,0.09,0.05,0.12,0.26,0.12,,0.04,0.11
Greater New London,Age,Ages 65+,0.89,0.63,0.89,0.63,0.88,0.84,0.74,0.94,,,0.42,0.51,0.62,0.66,0.96,0.86,0.85,0.78,,0.92,0.62,0.08,0.23,0.07,0.61,0.82,0.8,0.09,0.23,0.98,0.04,0.11,0.03,,,,0.28,0.82,0.81,0.05,,0.02,0.16,0.19,0.14,0.18,0.09,,0.03,0.03,0.04,0.02,0.23,0.05,,0.02,0.03
Greater New London,Education,Bachelor's or higher,0.82,0.57,0.82,0.57,0.84,0.79,0.77,0.95,,,0.41,0.51,0.55,0.63,0.95,0.85,0.81,0.81,,0.95,0.63,0.03,0.25,0.05,0.65,0.72,0.75,0.08,0.1,0.97,0.05,0.23,0.08,,,,0.25,0.84,0.74,0.03,0.08,0.04,0.33,0.31,0.25,0.23,0.13,,0.03,0.09,0.06,0.11,0.27,0.11,,0.01,0.13
Greater New London,Education,High school or less,0.79,0.43,0.66,0.48,0.72,0.75,0.61,0.9,,,0.48,0.64,0.6,0.68,0.76,0.72,0.7,0.62,,0.89,0.53,0.22,0.45,0.26,0.42,0.61,0.63,0.17,0.12,0.88,0.15,0.3,0.12,,,,0.34,0.64,0.62,0.16,0.31,0.04,0.52,0.38,0.42,0.3,0.21,,0.21,0.23,0.14,0.15,0.4,0.17,,0.04,0.17
Greater New London,Education,Some college or Associate's,0.78,0.45,0.78,0.48,0.78,0.73,0.67,0.94,,,0.52,0.57,0.58,0.65,0.86,0.76,0.67,0.7,,0.84,0.55,0.05,0.26,0.12,0.53,0.68,0.62,0.18,0.14,0.96,0.12,0.27,0.1,,,,0.36,0.74,0.66,0.16,0.22,0.06,0.36,0.3,0.4,0.38,0.15,,0.05,0.17,0.04,0.08,0.27,0.08,,0.04,0.12
Greater New London,Income,$75K+,0.87,0.57,0.84,0.59,0.88,0.79,0.79,0.99,,,0.39,0.48,0.56,0.61,0.94,0.9,0.79,0.83,,0.96,0.66,0.05,0.25,0.07,0.69,0.81,0.8,0.07,0.09,0.97,0.06,0.18,0.09,,,,0.16,0.83,0.79,0.05,0.13,0.04,0.4,0.34,0.13,0.15,0.04,,0.04,0.04,0.02,0.08,0.24,0.1,,0.02,0.04
Greater New London,Income,<$30K,0.68,0.36,0.66,0.39,0.67,0.63,0.56,0.86,,,0.56,0.61,0.56,0.66,0.76,0.61,0.64,0.57,,0.84,0.48,0.19,0.41,0.26,0.46,0.47,0.57,0.27,0.16,0.88,0.21,0.4,0.15,,,,0.48,0.6,0.53,0.23,0.32,0.05,0.41,0.35,0.61,0.46,0.25,,0.17,0.43,0.2,0.22,0.38,0.18,,0.01,0.21
Greater New London,Income,$30K-$75K,0.76,0.48,0.73,0.48,0.73,0.79,0.68,0.94,,,0.53,0.65,0.6,0.64,0.87,0.78,0.72,0.74,,0.87,0.52,0.06,0.28,0.07,0.47,0.58,0.61,0.12,0.12,0.95,0.09,0.29,0.11,,,,0.38,0.75,0.62,0.07,0.17,0.05,0.39,0.33,0.48,0.44,0.28,,0.06,0.15,0.08,0.11,0.37,0.1,,0.04,0.22
Greater New London,Race/Ethnicity,White,0.83,0.52,0.79,0.54,0.83,0.79,0.73,0.95,,,0.41,0.53,0.58,0.65,0.91,0.84,0.77,0.77,,0.93,0.62,0.07,0.25,0.1,0.57,0.71,0.72,0.1,0.1,0.96,0.09,0.24,0.09,,,,0.29,0.77,0.71,0.08,0.16,0.06,0.41,0.34,0.28,0.26,0.13,,0.06,0.13,0.07,0.09,0.3,0.09,,0.01,0.1
Greater New London,Race/Ethnicity,Not white,0.72,0.4,0.68,0.47,0.69,0.65,0.63,0.88,,,0.6,0.67,0.52,0.61,0.77,0.68,0.65,0.65,,0.81,0.52,0.11,0.45,0.16,0.53,0.55,0.53,0.18,0.15,0.91,0.13,0.31,0.11,,,,0.37,0.73,0.59,0.14,0.23,0.03,0.29,0.24,0.51,0.39,0.23,,0.13,0.21,0.11,0.21,0.27,0.18,,0.04,0.28
Greater New London,With children,No children in household,0.82,0.51,0.77,0.53,0.78,0.75,0.69,0.94,,,0.45,0.56,0.58,0.65,0.87,0.78,0.76,0.7,,0.9,0.58,0.08,0.29,0.14,0.56,0.7,0.69,0.12,0.14,0.94,0.1,0.21,0.09,,,,0.3,0.79,0.71,0.1,0.16,0.06,0.29,0.24,0.29,0.27,0.15,,0.07,0.13,0.07,0.07,0.27,0.1,,0.02,0.11
Greater New London,With children,Children in household,0.76,0.48,0.77,0.52,0.83,0.78,0.74,0.96,,,0.46,0.55,0.54,0.62,0.88,0.84,0.73,0.81,,0.91,0.62,0.06,0.26,0.05,0.57,0.63,0.65,0.13,0.06,0.96,0.08,0.36,0.11,,,,0.3,0.73,0.65,0.11,0.2,0.03,0.59,0.51,0.43,0.34,0.15,,0.08,0.18,0.07,0.21,0.36,0.14,,0.01,0.2
Greater Waterbury,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,0.07,0.02,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,,0.1
Greater Waterbury,Total,Total,0.78,0.51,0.76,0.4,0.69,0.69,0.68,0.9,0.05,0.01,0.45,0.46,0.51,0.66,0.83,0.75,0.75,0.69,0.89,0.87,0.53,0.11,0.33,0.14,0.57,0.65,0.68,0.13,0.1,0.95,0.09,0.24,0.1,0.06,0.11,0.11,0.26,0.74,0.71,0.1,0.16,0.05,0.34,0.26,0.36,0.36,0.22,0.16,0.09,0.14,0.09,0.11,0.27,0.11,0.11,,0.1
Greater Waterbury,Gender,Male,0.8,0.53,0.77,0.43,0.73,0.72,0.69,0.92,0.08,0.01,0.43,0.48,0.53,0.68,0.86,0.8,0.78,0.74,0.89,0.87,0.55,0.12,0.32,0.13,0.6,0.67,0.68,0.12,0.1,0.94,0.08,0.19,0.08,,0.09,0.13,0.26,0.75,0.73,0.08,0.16,0.05,0.33,0.27,0.29,0.32,0.17,0.11,0.07,0.1,0.08,0.09,0.28,0.15,0.09,,0.07
Greater Waterbury,Gender,Female,0.76,0.49,0.73,0.39,0.68,0.67,0.67,0.87,0.04,0.01,0.46,0.46,0.5,0.64,0.8,0.71,0.73,0.63,0.89,0.85,0.52,0.11,0.34,0.15,0.54,0.62,0.67,0.14,0.09,0.96,0.09,0.28,0.11,,0.14,0.1,0.28,0.73,0.71,0.12,0.16,0.05,0.33,0.26,0.41,0.4,0.27,0.2,0.11,0.17,0.1,0.13,0.26,0.06,0.12,,0.12
Greater Waterbury,Age,Ages 18-34,0.7,0.39,0.62,0.4,0.6,0.59,0.65,0.86,,,0.58,0.56,0.54,0.66,0.74,0.65,0.63,0.62,,0.8,0.49,0.15,0.36,0.17,0.64,0.53,0.6,0.2,0.03,0.9,0.15,0.28,0.12,,0.15,0.26,0.31,0.68,0.64,0.18,0.17,0.06,0.35,0.29,0.43,0.43,0.29,0.23,0.16,0.23,0.13,0.16,0.21,0.13,,,0.15
Greater Waterbury,Age,Ages 35-49,0.76,0.48,0.72,0.43,0.71,0.66,0.65,0.92,,,0.47,0.47,0.52,0.68,0.82,0.73,0.75,0.72,,0.83,0.57,0.16,0.39,0.21,0.62,0.6,0.67,0.12,0.04,0.95,0.1,0.31,0.14,,0.13,0.12,0.28,0.74,0.69,0.09,0.22,0.08,0.34,0.3,0.42,0.44,0.28,0.12,0.08,0.18,0.11,0.18,0.38,0.16,,,0.08
Greater Waterbury,Age,Ages 50-64,0.8,0.51,0.79,0.4,0.71,0.73,0.7,0.92,,,0.39,0.42,0.48,0.63,0.87,0.79,0.78,0.75,0.92,0.89,0.56,0.07,0.28,0.08,0.56,0.7,0.72,0.1,0.15,0.97,0.06,0.23,0.08,,0.1,0.06,0.25,0.78,0.74,0.07,0.17,0.06,0.37,0.25,0.36,0.32,0.18,0.09,0.07,0.12,0.07,0.08,0.29,0.09,,,0.09
Greater Waterbury,Age,Ages 65+,0.86,0.65,0.9,0.42,0.78,0.82,0.74,0.9,,,0.37,0.42,0.52,0.64,0.9,0.83,0.85,0.66,0.9,0.94,0.52,0.09,0.28,0.07,0.49,0.75,0.72,0.11,0.17,0.98,0.04,0.13,0.04,,0.07,,0.23,0.75,0.79,0.06,0.09,0.01,0.28,0.2,0.23,0.22,0.1,0.13,0.06,0.04,0.04,0.02,0.16,0.05,,,0.06
Greater Waterbury,Education,Bachelor's or higher,0.84,0.58,0.84,0.44,0.81,0.77,0.78,0.96,,,0.34,0.42,0.55,0.67,0.9,0.85,0.84,0.78,0.94,0.91,0.62,0.05,0.28,0.06,0.7,0.74,0.75,0.1,0.07,0.97,0.07,0.21,0.07,,0.09,0.1,0.21,0.81,0.78,0.06,0.08,0.03,0.32,0.26,0.25,0.26,0.13,0.09,0.03,0.06,0.05,0.05,0.26,0.08,0.07,,0.07
Greater Waterbury,Education,High school or less,0.74,0.45,0.7,0.41,0.6,0.63,0.6,0.8,0.07,,0.58,0.54,0.47,0.65,0.76,0.68,0.67,0.6,0.83,0.8,0.47,0.18,0.34,0.18,0.48,0.57,0.64,0.16,0.12,0.92,0.1,0.24,0.1,,0.11,0.16,0.31,0.65,0.65,0.14,0.22,0.06,0.31,0.21,0.44,0.43,0.27,0.26,0.17,0.2,0.12,0.15,0.22,0.1,0.13,,0.1
Greater Waterbury,Education,Some college or Associate's,0.73,0.46,0.69,0.36,0.62,0.63,0.63,0.89,0.05,,0.49,0.47,0.49,0.65,0.78,0.68,0.72,0.64,0.87,0.82,0.49,0.16,0.37,0.21,0.5,0.59,0.62,0.14,0.12,0.94,0.1,0.26,0.12,,0.14,0.1,0.29,0.72,0.68,0.12,0.22,0.07,0.38,0.31,0.42,0.44,0.29,0.15,0.1,0.2,0.11,0.17,0.32,0.15,0.16,,0.14
Greater Waterbury,Income,<$15K,0.69,0.39,0.62,0.27,0.47,0.56,0.6,0.6,,,0.59,0.59,0.47,0.57,0.63,0.55,0.56,0.52,,0.68,0.52,0.22,0.34,0.25,0.39,0.43,0.49,0.26,0.17,0.94,0.14,0.34,0.14,,,0.19,0.43,0.54,0.52,0.24,0.28,0.09,0.29,0.25,0.69,0.62,0.57,,0.38,0.43,0.19,0.25,0.33,0.12,,,0.17
Greater Waterbury,Income,$15K-$30K,0.69,0.45,0.64,0.35,0.59,0.64,0.59,0.84,,,0.52,0.49,0.41,0.59,0.74,0.63,0.64,0.55,,0.81,0.47,0.23,0.38,0.21,0.39,0.45,0.52,0.17,0.13,0.92,0.11,0.31,0.16,,,0.14,0.34,0.59,0.56,0.21,0.24,0.07,0.41,0.26,0.64,0.57,0.34,,0.15,0.31,0.14,0.16,0.3,0.13,,,0.14
Greater Waterbury,Income,$30K-$50K,0.71,0.46,0.67,0.34,0.6,0.62,0.64,0.92,,,0.5,0.51,0.38,0.67,0.74,0.64,0.68,0.61,,0.83,0.44,0.14,0.46,0.24,0.44,0.56,0.67,0.15,0.12,0.93,0.14,0.26,0.14,,,0.14,0.32,0.69,0.66,0.09,0.24,0.04,0.3,0.23,0.46,0.49,0.33,,0.07,0.24,0.12,0.17,0.28,0.13,,,0.14
Greater Waterbury,Income,$50K-$75K,0.78,0.49,0.72,0.35,0.68,0.66,0.67,0.95,,,0.52,0.48,0.52,0.67,0.84,0.74,0.77,0.69,,0.84,0.51,0.1,0.28,0.12,0.55,0.61,0.65,0.18,0.07,0.95,0.09,0.24,0.1,,,0.14,0.21,0.75,0.64,0.1,0.16,0.05,0.35,0.3,0.37,0.3,0.15,,0.07,0.07,0.06,0.1,0.27,0.1,,,0.1
Greater Waterbury,Income,$75K-$100K,0.8,0.51,0.78,0.47,0.76,0.73,0.73,0.96,,,0.41,0.44,0.59,0.63,0.89,0.8,0.76,0.78,,0.88,0.62,0.05,0.34,0.07,0.69,0.72,0.71,0.09,0.07,0.95,0.08,0.24,0.06,,,,0.24,0.84,0.77,0.07,0.12,0.02,0.38,0.28,0.24,0.39,0.12,,0.04,0.04,0.05,0.09,0.24,0.11,,,0.04
Greater Waterbury,Income,$100K-$200K,0.85,0.56,0.89,0.51,0.83,0.79,0.77,0.98,,,0.35,0.4,0.6,0.68,0.92,0.89,0.89,0.79,,0.95,0.55,0.04,0.24,0.04,0.77,0.81,0.82,0.06,0.05,0.99,0.03,0.2,0.07,,,,0.2,0.83,0.88,0.02,0.08,0.06,0.38,0.35,0.18,0.2,0.11,,0.02,0.02,0.04,0.05,0.27,0.11,,,0.06
Greater Waterbury,Income,$200K+,0.87,0.65,0.92,0.61,0.86,0.72,0.77,0.92,,,0.32,0.4,0.59,0.69,0.98,0.92,0.86,0.9,,,,,,,0.82,0.89,0.84,0.05,0.07,0.99,0.04,0.13,0.05,,,,0.29,0.87,0.91,0.01,,0.14,0.3,,0.08,,,,0.01,0.02,0.07,,,0.1,,,
Greater Waterbury,Race/Ethnicity,White,0.79,0.54,0.8,0.44,0.75,0.73,0.7,0.92,,,0.4,0.42,0.53,0.64,0.87,0.79,0.78,0.72,,0.88,0.54,0.08,0.33,0.09,0.57,0.67,0.7,0.13,0.1,0.96,0.08,0.23,0.08,,,0.1,0.25,0.74,0.74,0.09,0.14,0.05,0.35,0.27,0.34,0.33,0.18,,0.07,0.12,0.07,0.09,0.24,0.09,,,0.09
Greater Waterbury,Race/Ethnicity,Black,0.67,0.31,0.46,0.25,0.4,0.53,0.65,0.76,,,0.68,0.67,0.42,0.67,0.61,0.47,0.6,0.54,,0.66,0.42,0.38,0.46,0.4,0.54,0.57,0.64,0.11,0.15,0.93,0.1,0.24,0.12,,,,0.35,0.7,0.63,0.15,0.22,0.05,0.23,0.17,0.44,0.47,0.43,,0.2,0.25,0.13,0.3,0.29,0.24,,,0.16
Greater Waterbury,Race/Ethnicity,Latino,0.74,0.43,0.61,0.47,0.55,0.56,0.66,0.78,,,0.65,0.59,0.46,0.69,0.73,0.67,0.69,0.56,,0.82,0.56,0.25,0.32,0.25,0.58,0.55,0.65,0.19,0.05,0.92,0.15,0.25,0.14,,,0.25,0.32,0.73,0.55,0.16,0.19,0.05,0.24,0.2,0.4,0.44,0.32,,0.25,0.27,0.17,0.18,0.31,0.18,,,0.07
Greater Waterbury,With children,No children in household,0.77,0.51,0.75,0.39,0.69,0.7,0.69,0.89,0.07,0.01,0.42,0.46,0.52,0.62,0.84,0.74,0.76,0.66,0.89,0.86,0.48,0.1,0.35,0.13,0.55,0.65,0.66,0.13,0.12,0.95,0.08,0.22,0.08,,0.1,0.11,0.25,0.73,0.72,0.1,0.16,0.04,0.31,0.26,0.34,0.33,0.2,0.17,0.08,0.11,0.08,0.09,0.23,0.09,0.11,,0.1
Greater Waterbury,With children,Children in household,0.79,0.5,0.74,0.46,0.71,0.69,0.68,0.91,0.03,0.02,0.51,0.48,0.49,0.7,0.83,0.76,0.76,0.71,0.87,0.84,0.62,0.15,0.28,0.15,0.62,0.65,0.72,0.13,0.06,0.96,0.1,0.26,0.12,,0.13,0.13,0.29,0.76,0.71,0.1,0.17,0.07,0.36,0.27,0.4,0.43,0.26,0.11,0.1,0.18,0.1,0.15,0.33,0.14,0.1,,0.09
Groton,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Groton,Total,Total,0.81,0.44,0.86,0.61,0.74,0.77,0.66,0.97,,,0.58,0.74,0.66,0.8,0.88,0.78,0.7,0.73,,0.89,0.56,0.06,0.27,0.08,0.55,0.74,0.69,0.16,0.1,0.95,0.1,0.29,0.11,,0.12,0.11,0.38,0.77,0.71,0.12,0.2,0.05,0.23,0.18,0.4,0.46,0.2,,0.07,0.21,0.12,0.1,0.36,0.08,,0.02,0.09
Groton,Gender,Male,0.85,0.42,0.9,0.62,0.76,0.77,0.61,0.99,,,0.59,0.8,0.7,0.83,0.92,0.79,0.76,0.79,,,,,,,0.6,0.8,0.77,0.16,0.09,0.93,0.08,0.2,0.09,,0.09,0.07,0.33,0.72,0.77,0.1,,,,,0.33,,,,0.08,0.17,0.1,0.16,,0.09,,,0.05
Groton,Gender,Female,0.77,0.46,0.82,0.57,0.73,0.77,0.69,0.95,,,0.56,0.69,0.64,0.74,0.86,0.77,0.63,0.66,,,,,,,0.51,0.69,0.61,0.17,0.1,0.99,0.12,0.39,0.13,,0.15,0.14,0.44,0.82,0.65,0.12,,,,,0.47,,,,0.05,0.25,0.14,0.03,,0.06,,,0.13
Groton,Age,Under age 55,0.79,0.38,0.82,0.57,0.72,0.74,0.61,0.96,,,0.64,0.74,0.65,0.81,0.85,0.75,0.62,0.72,,,,,,,0.57,0.73,0.65,0.18,0.07,0.95,0.11,0.39,0.15,,0.13,0.15,0.43,0.74,0.65,0.15,,,,,0.48,,,,0.07,0.29,0.17,,,0.08,,,
Groton,Age,Age 55 or older,0.87,0.55,0.96,0.66,0.84,0.84,0.74,0.97,,,0.46,0.72,0.71,0.76,0.95,0.86,0.84,0.73,,,,,,,0.54,0.8,0.8,0.14,0.16,0.96,0.08,0.11,0.03,,0.12,0.02,0.28,0.82,0.85,0.05,,,,,0.23,,,,0.06,0.04,0.03,,,0.06,,,
Groton,Education,Some college or less,0.75,0.41,0.81,0.49,0.65,0.71,0.58,0.97,,,0.65,0.79,0.7,0.79,0.8,0.72,0.57,0.68,,,,,,,0.5,0.73,0.63,0.21,0.13,0.97,0.12,0.29,0.1,,0.16,0.1,0.49,0.66,0.65,0.21,,,,,0.56,,,,0.13,0.26,0.13,0.06,,0.12,,,0.12
Groton,Education,Bachelor's or higher,0.88,0.48,0.92,0.71,0.85,0.83,0.75,0.97,,,0.51,0.69,0.64,0.8,0.97,0.85,0.82,0.78,,,,,,,0.62,0.78,0.75,0.13,0.06,0.94,0.07,0.3,0.12,,0.1,0.12,0.27,0.88,0.78,0.02,,,,,0.23,,,,0,0.16,0.11,0.13,,0.03,,,0.06
Groton,Income,<$75K,0.73,0.39,0.79,0.55,0.66,0.74,0.59,0.94,,,0.56,0.71,0.59,0.77,0.84,0.74,0.64,0.71,,,,,,,0.45,0.65,0.62,0.22,0.12,0.93,0.11,0.37,0.13,,0.16,0.14,0.45,0.74,0.6,0.12,,,,,0.54,,,,0.04,0.3,0.18,,,0.09,,,
Groton,Income,$75K+,0.93,0.51,0.96,0.64,0.83,0.83,0.74,1,,,0.67,0.8,0.79,0.87,0.94,0.81,0.76,0.77,,,,,,,0.71,0.88,0.79,0.1,0.06,0.99,0.08,0.18,0.1,,0.06,0.04,0.27,0.81,0.87,0.13,,,,,0.17,,,,0.09,0.11,0.03,,,0.05,,,
Hamden,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Hamden,Total,Total,0.83,0.53,0.83,0.53,0.79,0.8,0.72,0.92,,,0.63,0.79,0.85,0.77,0.86,0.78,0.8,0.71,,0.94,0.67,0.07,0.16,0.04,0.56,0.68,0.74,0.14,0.1,0.95,0.08,0.2,0.08,,0.11,0.11,0.26,0.74,0.64,0.09,0.13,0.09,0.36,0.22,0.32,0.35,0.19,,0.08,0.12,0.08,0.1,0.25,0.14,,0.05,0.06
Hamden,Gender,Male,0.78,0.46,0.82,0.49,0.74,0.77,0.65,0.9,,,0.65,0.78,0.84,0.8,0.88,0.75,0.82,0.74,,,,,,,0.6,0.68,0.79,0.1,0.09,,0.09,0.19,0.09,,,0.17,0.23,0.7,0.64,0.09,0.18,,,,0.3,0.32,0.14,,0.07,0.09,0.08,,,0.22,,,
Hamden,Gender,Female,0.88,0.58,0.87,0.57,0.83,0.82,0.78,0.93,,,0.62,0.8,0.87,0.73,0.85,0.8,0.78,0.67,,,,,,,0.52,0.67,0.71,0.17,0.11,,0.08,0.2,0.08,,,0.06,0.29,0.78,0.64,0.1,0.09,,,,0.35,0.39,0.22,,0.08,0.14,0.08,,,0.07,,,
Hamden,Age,Under age 55,0.88,0.52,0.82,0.57,0.78,0.81,0.73,0.93,,,0.71,0.81,0.87,0.78,0.84,0.76,0.77,0.72,,,,,,,0.61,0.66,0.76,0.16,0.04,,0.12,0.22,0.11,,,0.17,0.27,0.71,0.57,0.11,,,,,0.39,0.42,0.23,,0.09,0.17,0.11,,,0.18,,,
Hamden,Age,Age 55 or older,0.76,0.53,0.86,0.45,0.82,0.8,0.69,0.9,,,0.5,0.76,0.84,0.74,0.9,0.81,0.84,0.67,,,,,,,0.46,0.71,0.69,0.13,0.2,,0.03,0.17,0.05,,,0.01,0.26,0.81,0.76,0.07,,,,,0.22,0.21,0.09,,0.05,0.04,0.03,,,0.08,,,
Hamden,Education,Bachelor's or higher,0.89,0.57,0.89,0.49,0.86,0.85,0.76,0.97,,,0.67,0.85,0.89,0.78,0.93,0.89,0.87,0.74,,,,,,,0.61,0.75,0.8,0.13,0.11,,0.05,0.12,0.07,,,0.12,0.25,0.76,0.64,0.08,,,,,0.22,,,,0.04,0.04,0.08,,,0.12,,,
Hamden,Education,High school or less,0.78,0.5,0.78,0.66,0.62,0.72,0.59,0.74,,,0.68,0.71,0.83,0.72,0.78,0.7,0.71,0.62,,,,,,,0.69,0.7,0.78,0.18,0.12,,0.16,0.28,0.09,,,0.17,0.36,0.64,0.7,0.12,,,,,0.38,,,,0.17,0.18,0.07,,,0.15,,,
Hamden,Education,Some college or Associate's,0.8,0.48,0.79,0.49,0.8,0.79,0.75,0.96,,,0.51,0.74,0.81,0.76,0.8,0.64,0.78,0.71,,,,,,,0.37,0.52,0.61,0.14,0.07,,0.08,0.26,0.11,,,0.07,0.21,0.8,0.61,0.09,,,,,0.45,,,,0.07,0.2,0.1,,,0.17,,,
Hamden,Income,<$75K,0.9,0.56,0.79,0.52,0.82,0.82,0.67,0.88,,,0.73,0.85,0.92,0.8,0.8,0.77,0.79,0.62,,,,,,,0.45,0.58,0.66,0.2,0.15,,0.11,0.21,0.08,,,0.08,0.32,0.7,0.61,0.12,,,,,0.39,0.42,0.24,,0.14,0.18,0.14,,,0.12,,,
Hamden,Income,$75K+,0.79,0.54,0.9,0.6,0.75,0.76,0.78,0.99,,,0.53,0.74,0.79,0.73,0.92,0.8,0.85,0.83,,,,,,,0.72,0.81,0.85,0.09,0.05,,0.06,0.16,0.11,,,0.1,0.19,0.81,0.66,0.07,,,,,0.24,0.34,0.17,,0.01,0.07,0.04,,,0.2,,,
